50x50,250,5
50x50,250,20
50x50,250,5
50x50,250,5
50x50,250,5
50x50,250,4
50x50,250,7
50x50,250,9
50x50,250,7
50x50,250,9
50x50,250,6
50x50,250,20
50x50,250,6
50x50,250,8
50x50,250,4
50x50,250,13
50x50,250,4
50x50,250,6
50x50,250,6
50x50,250,4
50x50,250,112
50x50,250,6
50x50,250,5
50x50,250,6
50x50,250,6
50x50,250,12
50x50,250,21
50x50,250,5
50x50,250,6
50x50,250,4
50x50,250,7
50x50,250,4
50x50,250,14
50x50,250,6
50x50,250,5
50x50,250,6
50x50,250,4
50x50,250,20
50x50,250,13
50x50,250,6
50x50,250,5
50x50,250,5
50x50,250,6
50x50,250,4
50x50,250,19
50x50,250,18
50x50,250,4
50x50,250,15
50x50,250,3
50x50,250,24
50x50,250,9
50x50,250,8
50x50,250,8
50x50,250,9
50x50,250,6
50x50,250,5
50x50,250,29
50x50,250,18
50x50,250,9
50x50,250,5
50x50,250,4
50x50,250,10
50x50,250,21
50x50,250,13
50x50,250,9
50x50,250,24
50x50,250,7
50x50,250,13
50x50,250,21
50x50,250,4
50x50,250,10
50x50,250,5
50x50,250,9
50x50,250,8
50x50,250,8
50x50,250,9
50x50,250,8
50x50,250,6
50x50,250,6
50x50,250,4
50x50,250,14
50x50,250,6
50x50,250,5
50x50,250,15
50x50,250,4
50x50,250,4
50x50,250,8
50x50,250,9
50x50,250,4
50x50,250,4
50x50,250,7
50x50,250,4
50x50,250,7
50x50,250,6
50x50,250,5
50x50,250,5
50x50,250,9
50x50,250,4
50x50,250,5
50x50,250,25
