50x50,62,2
50x50,62,1
50x50,62,8
50x50,62,2
50x50,62,1
50x50,62,8
50x50,62,6
50x50,62,1
50x50,62,15
50x50,62,1
50x50,62,9
50x50,62,15
50x50,62,1
50x50,62,1
50x50,62,4
50x50,62,1
50x50,62,1
50x50,62,13
50x50,62,1
50x50,62,3
50x50,62,1
50x50,62,4
50x50,62,20
50x50,62,2
50x50,62,3
50x50,62,1
50x50,62,1
50x50,62,4
50x50,62,1
50x50,62,7
50x50,62,5
50x50,62,2
50x50,62,5
50x50,62,1
50x50,62,2
50x50,62,2
50x50,62,1
50x50,62,6
50x50,62,1
50x50,62,1
50x50,62,8
50x50,62,1
50x50,62,3
50x50,62,2
50x50,62,7
50x50,62,4
50x50,62,8
50x50,62,2
50x50,62,3
50x50,62,3
50x50,62,4
50x50,62,1
50x50,62,1
50x50,62,4
50x50,62,2
50x50,62,15
50x50,62,2
50x50,62,3
50x50,62,1
50x50,62,4
50x50,62,4
50x50,62,6
50x50,62,1
50x50,62,1
50x50,62,3
50x50,62,3
50x50,62,6
50x50,62,3
50x50,62,2
50x50,62,3
50x50,62,6
50x50,62,1
50x50,62,1
50x50,62,2
50x50,62,9
50x50,62,2
50x50,62,3
50x50,62,7
50x50,62,3
50x50,62,38
50x50,62,1
50x50,62,3
50x50,62,1
50x50,62,5
50x50,62,1
50x50,62,1
50x50,62,1
50x50,62,3
50x50,62,4
50x50,62,4
50x50,62,7
50x50,62,8
50x50,62,2
50x50,62,18
50x50,62,1
50x50,62,4
50x50,62,8
50x50,62,1
50x50,62,4
50x50,62,1
